age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,date
46,Management,Divorced,Tertiary,No,624,No,No,Cellular,17,Sep,336,2,183,2,Success,Yes,2023-09-17
49,Technician,Married,Secondary,Yes,-1680,Yes,Yes,Unknown,27,Jun,92,4,-1,0,Unknown,No,2023-06-27
36,Blue-Collar,Married,Secondary,No,-461,No,No,Cellular,11,May,254,2,353,1,Failure,No,2023-05-11
34,Technician,Single,Tertiary,No,144,Yes,Yes,Cellular,14,Oct,104,1,85,19,Failure,No,2023-10-14
51,Entrepreneur,Divorced,Tertiary,No,4,Yes,Yes,Cellular,20,Apr,74,5,-1,0,Unknown,No,2023-04-20
58,Blue-Collar,Married,Primary,No,309,No,No,Cellular,19,Aug,156,2,-1,0,Unknown,No,2023-08-19
48,Management,Married,Tertiary,No,866,No,No,Cellular,29,Jan,146,2,-1,0,Unknown,No,2023-01-29
41,Admin.,Single,Secondary,No,1020,Yes,No,Unknown,19,May,882,1,-1,0,Unknown,Yes,2023-05-19
49,Self-Employed,Married,Primary,No,489,Yes,No,Unknown,27,May,84,4,-1,0,Unknown,No,2023-05-27
43,Management,Married,Primary,No,8167,Yes,No,Unknown,19,May,114,2,-1,0,Unknown,No,2023-05-19
32,Blue-Collar,Single,Secondary,No,-255,No,Yes,Unknown,2,Jul,957,3,-1,0,Unknown,No,2023-07-02
54,Retired,Married,Secondary,No,3671,No,No,Unknown,11,Jun,67,3,-1,0,Unknown,No,2023-06-11
33,Blue-Collar,Divorced,Primary,No,636,Yes,No,Cellular,9,Jul,211,11,-1,0,Unknown,No,2023-07-09
35,Technician,Married,Secondary,No,141,Yes,No,Cellular,19,Aug,299,2,-1,0,Unknown,No,2023-08-19
56,Technician,Married,Secondary,No,150,Yes,Yes,Cellular,11,May,102,6,349,1,Failure,No,2023-05-11
57,Technician,Married,Secondary,No,839,No,Yes,Unknown,5,May,225,1,-1,0,Unknown,No,2023-05-05
31,Housemaid,Single,Primary,No,26965,No,No,Cellular,21,Apr,654,2,-1,0,Unknown,Yes,2023-04-21
33,Technician,Single,Secondary,No,716,Yes,No,Cellular,14,May,234,2,-1,0,Unknown,No,2023-05-14
29,Technician,Single,Tertiary,No,2485,No,No,Telephone,24,Jul,48,6,-1,0,Unknown,No,2023-07-24
38,Management,Single,Tertiary,No,15030,Yes,No,Cellular,13,May,167,1,174,7,Other,No,2023-05-13
37,Admin.,Married,Secondary,No,11303,No,No,Cellular,26,May,500,2,-1,0,Unknown,No,2023-05-26
33,Entrepreneur,Married,Tertiary,No,595,No,No,Cellular,7,Aug,22,2,-1,0,Unknown,No,2023-08-07
30,Management,Single,Tertiary,No,19358,No,No,Cellular,19,Nov,258,2,-1,0,Unknown,No,2023-11-19
31,Self-Employed,Single,Secondary,No,203,No,Yes,Cellular,19,Nov,177,1,-1,0,Unknown,No,2023-11-19
28,Technician,Single,Tertiary,No,183,Yes,Yes,Unknown,28,May,62,2,-1,0,Unknown,No,2023-05-28
26,Admin.,Single,Secondary,No,255,No,No,Cellular,30,Apr,457,1,80,1,Success,Yes,2023-04-30
31,Technician,Single,Secondary,No,102,Yes,No,Telephone,17,Apr,460,2,345,2,Failure,No,2023-04-17
50,Housemaid,Divorced,Primary,No,94,Yes,No,Cellular,22,Jul,184,4,-1,0,Unknown,No,2023-07-22
45,Entrepreneur,Married,Primary,No,58,Yes,No,Telephone,13,May,119,3,371,3,Failure,No,2023-05-13
48,Management,Married,Primary,No,606,No,No,Cellular,5,Mar,77,6,-1,0,Unknown,No,2023-03-05
41,Technician,Married,Secondary,No,0,No,Yes,Cellular,23,Jul,107,1,-1,0,Unknown,No,2023-07-23
60,Technician,Married,Primary,No,65,Yes,No,Unknown,9,May,1028,2,-1,0,Unknown,Yes,2023-05-09
41,Blue-Collar,Married,Secondary,No,338,Yes,No,Unknown,14,May,87,1,-1,0,Unknown,No,2023-05-14
43,Blue-Collar,Married,Primary,No,757,Yes,No,Unknown,9,May,315,4,-1,0,Unknown,No,2023-05-09
36,Management,Married,Tertiary,No,9269,Yes,Yes,Cellular,19,Nov,107,2,-1,0,Unknown,No,2023-11-19
40,Blue-Collar,Married,Primary,No,1206,No,Yes,Telephone,16,Jul,201,5,-1,0,Unknown,No,2023-07-16
28,Management,Single,Tertiary,No,882,No,Yes,Cellular,29,Jan,94,1,205,2,Failure,No,2023-01-29
27,Student,Single,Tertiary,No,5291,No,No,Cellular,12,Nov,192,2,92,2,Failure,Yes,2023-11-12
49,Management,Single,Secondary,No,61,Yes,No,Cellular,29,Jan,185,2,246,1,Failure,No,2023-01-29
37,Technician,Married,Tertiary,No,0,Yes,No,Cellular,17,Nov,77,1,-1,0,Unknown,No,2023-11-17
31,Blue-Collar,Married,Secondary,No,1407,Yes,No,Cellular,6,May,142,3,-1,0,Unknown,No,2023-05-06
31,Technician,Single,Secondary,Yes,25,No,No,Cellular,2,Feb,381,1,-1,0,Unknown,No,2023-02-02
31,Blue-Collar,Married,Secondary,No,1354,Yes,Yes,Cellular,17,Nov,222,2,-1,0,Unknown,No,2023-11-17
35,Blue-Collar,Married,Primary,No,793,Yes,No,Cellular,17,Apr,106,1,-1,0,Unknown,No,2023-04-17
51,Blue-Collar,Divorced,Unknown,No,10287,Yes,No,Unknown,29,May,117,1,-1,0,Unknown,No,2023-05-29
33,Technician,Single,Secondary,No,5235,No,No,Cellular,7,Aug,67,3,-1,0,Unknown,No,2023-08-07
30,Technician,Single,Tertiary,No,3,Yes,No,Cellular,6,May,45,2,169,2,Failure,No,2023-05-06
58,Technician,Single,Secondary,No,409,No,Yes,Cellular,14,Jul,643,2,-1,0,Unknown,No,2023-07-14
34,Admin.,Married,Tertiary,No,35,Yes,No,Cellular,15,Oct,76,1,69,2,Failure,No,2023-10-15
45,Management,Married,Tertiary,No,-459,No,No,Cellular,21,Aug,508,6,-1,0,Unknown,No,2023-08-21
28,Services,Single,Secondary,No,198,No,No,Cellular,5,Jul,128,2,-1,0,Unknown,Yes,2023-07-05
31,Blue-Collar,Married,Primary,No,99,Yes,No,Cellular,17,Apr,193,2,322,1,Other,No,2023-04-17
40,Management,Married,Tertiary,No,60,No,No,Unknown,16,Jun,172,6,-1,0,Unknown,No,2023-06-16
30,Services,Single,Secondary,No,3485,No,No,Cellular,2,Feb,142,2,-1,0,Unknown,No,2023-02-02
34,Entrepreneur,Married,Secondary,No,-139,Yes,Yes,Unknown,27,May,492,2,-1,0,Unknown,No,2023-05-27
40,Blue-Collar,Married,Secondary,No,952,No,Yes,Unknown,12,Jun,140,1,-1,0,Unknown,No,2023-06-12
59,Retired,Married,Primary,No,1427,No,No,Unknown,18,Jun,140,2,-1,0,Unknown,No,2023-06-18
43,Technician,Single,Tertiary,No,1017,Yes,No,Unknown,19,May,257,2,-1,0,Unknown,No,2023-05-19
41,Management,Married,Tertiary,No,-29,No,No,Cellular,29,Jan,41,2,266,2,Failure,No,2023-01-29
33,Technician,Divorced,Secondary,No,9,No,No,Cellular,21,Aug,91,2,-1,0,Unknown,No,2023-08-21
33,Management,Married,Secondary,No,4040,Yes,No,Cellular,20,Apr,132,2,-1,0,Unknown,No,2023-04-20
36,Blue-Collar,Married,Secondary,No,13,No,No,Unknown,3,Jun,284,1,-1,0,Unknown,No,2023-06-03
32,Self-Employed,Single,Secondary,No,1259,No,No,Cellular,25,Jul,184,2,-1,0,Unknown,No,2023-07-25
25,Admin.,Married,Secondary,No,18,Yes,No,Cellular,18,Jul,225,1,-1,0,Unknown,No,2023-07-18
25,Blue-Collar,Married,Secondary,No,-76,Yes,No,Unknown,12,May,241,3,-1,0,Unknown,No,2023-05-12
38,Technician,Single,Tertiary,No,221,No,No,Cellular,20,Aug,79,3,-1,0,Unknown,No,2023-08-20
34,Management,Married,Tertiary,No,136,Yes,No,Cellular,22,Apr,156,1,-1,0,Unknown,No,2023-04-22
67,Blue-Collar,Married,Secondary,No,16353,No,No,Cellular,27,Oct,223,2,-1,0,Unknown,No,2023-10-27
32,Blue-Collar,Married,Secondary,No,-63,Yes,No,Unknown,30,May,198,1,-1,0,Unknown,No,2023-05-30
45,Housemaid,Married,Primary,No,7353,No,No,Cellular,13,Aug,536,2,-1,0,Unknown,No,2023-08-13
33,Blue-Collar,Married,Primary,No,511,Yes,No,Unknown,21,May,304,2,-1,0,Unknown,No,2023-05-21
38,Admin.,Married,Primary,No,3913,Yes,No,Cellular,20,Apr,196,2,315,2,Failure,No,2023-04-20
32,Technician,Divorced,Secondary,No,1097,Yes,No,Unknown,12,May,298,2,-1,0,Unknown,No,2023-05-12
54,Retired,Divorced,Tertiary,No,6102,Yes,Yes,Unknown,21,May,86,6,-1,0,Unknown,No,2023-05-21
51,Admin.,Divorced,Secondary,No,340,Yes,No,Unknown,8,May,186,1,-1,0,Unknown,No,2023-05-08
42,Blue-Collar,Married,Primary,No,-119,Yes,No,Cellular,22,Jul,167,3,-1,0,Unknown,No,2023-07-22
41,Admin.,Married,Secondary,No,2993,Yes,No,Cellular,22,Jul,24,12,-1,0,Unknown,No,2023-07-22
39,Management,Divorced,Tertiary,No,3575,No,Yes,Cellular,18,Aug,74,3,-1,0,Unknown,No,2023-08-18
38,Blue-Collar,Married,Secondary,No,361,Yes,No,Unknown,11,Jun,601,1,-1,0,Unknown,No,2023-06-11
39,Management,Married,Secondary,No,1072,Yes,No,Unknown,27,May,1168,2,-1,0,Unknown,No,2023-05-27
46,Blue-Collar,Married,Primary,No,2904,No,No,Cellular,20,Apr,277,2,-1,0,Unknown,No,2023-04-20
50,Entrepreneur,Divorced,Tertiary,No,1790,No,Yes,Cellular,6,Feb,748,3,-1,0,Unknown,No,2023-02-06
33,Blue-Collar,Married,Secondary,No,86,Yes,No,Unknown,19,May,364,1,-1,0,Unknown,No,2023-05-19
37,Technician,Married,Secondary,No,1633,Yes,No,Unknown,19,May,229,3,-1,0,Unknown,No,2023-05-19
31,Management,Married,Tertiary,No,8312,No,No,Cellular,29,Aug,43,13,-1,0,Unknown,No,2023-08-29
34,Blue-Collar,Divorced,Unknown,No,172,No,No,Cellular,15,Jun,177,1,-1,0,Unknown,Yes,2023-06-15
34,Management,Married,Tertiary,No,0,Yes,No,Cellular,7,Aug,262,1,99,2,Success,Yes,2023-08-07
36,Management,Married,Tertiary,No,222,Yes,No,Cellular,6,May,317,1,169,2,Failure,No,2023-05-06
40,Technician,Married,Secondary,No,109,No,No,Unknown,20,Jun,402,22,-1,0,Unknown,No,2023-06-20
40,Blue-Collar,Married,Secondary,No,1451,No,No,Cellular,1,Jun,314,1,-1,0,Unknown,Yes,2023-06-01
41,Technician,Married,Secondary,No,1066,No,No,Cellular,11,Feb,109,3,-1,0,Unknown,Yes,2023-02-11
52,Management,Married,Tertiary,No,3163,No,No,Cellular,25,Aug,56,6,-1,0,Unknown,No,2023-08-25
40,Services,Single,Secondary,No,888,Yes,No,Unknown,12,May,169,2,-1,0,Unknown,No,2023-05-12
48,Blue-Collar,Single,Unknown,No,428,Yes,No,Cellular,18,May,127,1,-1,0,Unknown,No,2023-05-18
33,Management,Divorced,Secondary,No,106,No,No,Cellular,20,Aug,175,3,-1,0,Unknown,No,2023-08-20
44,Technician,Divorced,Secondary,No,0,No,No,Cellular,12,Aug,56,2,-1,0,Unknown,No,2023-08-12
55,Management,Married,Tertiary,No,979,No,Yes,Cellular,8,Jul,123,1,-1,0,Unknown,No,2023-07-08
51,Admin.,Married,Secondary,No,2662,No,No,Telephone,28,Jan,148,2,-1,0,Unknown,No,2023-01-28
34,Management,Single,Tertiary,No,84,No,No,Cellular,5,Feb,231,1,-1,0,Unknown,No,2023-02-05
58,Retired,Divorced,Unknown,No,5920,Yes,No,Cellular,23,Jul,255,1,-1,0,Unknown,No,2023-07-23
39,Management,Single,Tertiary,No,816,Yes,No,Cellular,27,Aug,37,3,-1,0,Unknown,No,2023-08-27
27,Unemployed,Single,Secondary,No,3276,No,No,Cellular,5,Aug,106,1,110,2,Other,No,2023-08-05
55,Management,Divorced,Unknown,No,2,Yes,No,Unknown,19,May,95,1,-1,0,Unknown,No,2023-05-19
35,Technician,Single,Secondary,No,-51,No,No,Unknown,2,Jul,134,2,-1,0,Unknown,No,2023-07-02
37,Technician,Single,Tertiary,No,3315,Yes,No,Cellular,9,Apr,820,2,-1,0,Unknown,No,2023-04-09
52,Technician,Married,Secondary,No,196,Yes,Yes,Cellular,24,Feb,116,1,273,3,Failure,No,2023-02-24
41,Blue-Collar,Married,Secondary,No,552,Yes,No,Cellular,12,May,463,1,-1,0,Unknown,No,2023-05-12
52,Admin.,Married,Secondary,No,2347,No,Yes,Cellular,12,Aug,603,3,-1,0,Unknown,No,2023-08-12
34,Blue-Collar,Single,Secondary,No,3723,Yes,No,Unknown,27,May,47,5,-1,0,Unknown,No,2023-05-27
53,Management,Divorced,Primary,No,255,No,No,Cellular,19,Nov,126,1,-1,0,Unknown,No,2023-11-19
33,Management,Single,Tertiary,No,3143,No,No,Cellular,29,Jun,421,2,-1,0,Unknown,Yes,2023-06-29
47,Self-Employed,Married,Secondary,No,0,No,No,Unknown,26,Jun,174,8,-1,0,Unknown,No,2023-06-26
35,Blue-Collar,Married,Secondary,No,6411,Yes,Yes,Cellular,30,Jan,144,1,266,2,Failure,No,2023-01-30
33,Management,Single,Tertiary,No,1909,No,No,Cellular,8,Aug,191,2,-1,0,Unknown,No,2023-08-08
55,Blue-Collar,Married,Primary,No,3873,No,No,Telephone,21,Apr,222,1,-1,0,Unknown,No,2023-04-21
58,Self-Employed,Married,Primary,No,1013,Yes,No,Cellular,11,Aug,206,1,461,1,Failure,Yes,2023-08-11
44,Admin.,Married,Secondary,No,262,Yes,No,Cellular,9,Jul,74,1,-1,0,Unknown,No,2023-07-09
25,Services,Single,Secondary,No,3217,Yes,No,Unknown,28,May,24,1,-1,0,Unknown,No,2023-05-28
37,Technician,Single,Secondary,No,5436,Yes,No,Cellular,6,May,7,11,351,1,Failure,No,2023-05-06
41,Blue-Collar,Married,Primary,No,2067,Yes,No,Cellular,15,May,493,7,-1,0,Unknown,No,2023-05-15
34,Blue-Collar,Single,Secondary,No,215,No,No,Cellular,3,Mar,350,3,-1,0,Unknown,Yes,2023-03-03
36,Services,Divorced,Secondary,No,1594,No,No,Unknown,6,Jun,250,3,-1,0,Unknown,No,2023-06-06
44,Self-Employed,Married,Tertiary,No,134,No,No,Cellular,28,Aug,86,4,-1,0,Unknown,No,2023-08-28
34,Entrepreneur,Divorced,Tertiary,No,262,No,No,Cellular,20,Nov,371,1,-1,0,Unknown,No,2023-11-20
56,Blue-Collar,Divorced,Primary,No,3021,No,No,Unknown,9,Jun,419,2,-1,0,Unknown,No,2023-06-09
43,Management,Divorced,Tertiary,No,388,Yes,No,Unknown,8,May,2087,2,-1,0,Unknown,Yes,2023-05-08
28,Blue-Collar,Single,Secondary,No,3412,Yes,No,Cellular,15,May,22,4,-1,0,Unknown,No,2023-05-15
54,Blue-Collar,Married,Secondary,No,1291,Yes,No,Unknown,5,May,266,1,-1,0,Unknown,No,2023-05-05
37,Technician,Divorced,Secondary,No,79,No,No,Cellular,21,Jul,191,1,-1,0,Unknown,No,2023-07-21
59,Self-Employed,Married,Tertiary,No,2013,No,No,Cellular,19,Feb,222,4,94,2,Success,Yes,2023-02-19
58,Blue-Collar,Divorced,Secondary,No,543,No,Yes,Telephone,17,Jul,264,3,-1,0,Unknown,No,2023-07-17
56,Management,Divorced,Tertiary,No,1016,Yes,No,Unknown,9,Jun,184,5,-1,0,Unknown,No,2023-06-09
32,Blue-Collar,Single,Secondary,No,604,No,Yes,Cellular,28,May,95,3,-1,0,Unknown,No,2023-05-28
42,Management,Single,Tertiary,No,525,No,No,Cellular,13,Aug,127,2,-1,0,Unknown,No,2023-08-13
52,Retired,Divorced,Primary,No,353,No,No,Cellular,31,Jul,395,4,-1,0,Unknown,No,2023-07-31
46,Management,Married,Tertiary,No,964,Yes,No,Cellular,8,Apr,174,1,-1,0,Unknown,No,2023-04-08
37,Admin.,Married,Tertiary,No,3913,Yes,No,Cellular,27,Apr,124,1,-1,0,Unknown,Yes,2023-04-27
39,Blue-Collar,Married,Primary,No,879,Yes,No,Unknown,26,May,102,2,-1,0,Unknown,No,2023-05-26
31,Admin.,Married,Secondary,No,314,Yes,No,Cellular,17,Apr,279,1,-1,0,Unknown,No,2023-04-17
59,Housemaid,Married,Primary,No,0,No,No,Cellular,27,Aug,76,11,-1,0,Unknown,No,2023-08-27
38,Blue-Collar,Married,Secondary,No,1370,Yes,No,Cellular,11,May,472,2,-1,0,Unknown,No,2023-05-11
58,Management,Married,Secondary,No,37,No,No,Cellular,18,Aug,84,11,-1,0,Unknown,No,2023-08-18
34,Management,Single,Tertiary,No,673,Yes,Yes,Cellular,20,Nov,271,1,184,1,Failure,No,2023-11-20
40,Services,Married,Secondary,No,-342,Yes,No,Unknown,26,May,754,1,-1,0,Unknown,No,2023-05-26
20,Student,Single,Secondary,No,291,No,No,Telephone,11,May,172,5,371,5,Failure,No,2023-05-11
34,Technician,Married,Secondary,No,209,Yes,Yes,Cellular,8,Apr,375,2,-1,0,Unknown,No,2023-04-08
31,Technician,Single,Tertiary,No,438,Yes,No,Cellular,12,Aug,130,2,-1,0,Unknown,No,2023-08-12
39,Admin.,Single,Secondary,No,1242,Yes,No,Unknown,12,May,303,3,-1,0,Unknown,No,2023-05-12
34,Entrepreneur,Married,Tertiary,No,355,Yes,No,Unknown,16,May,261,1,-1,0,Unknown,No,2023-05-16
24,Blue-Collar,Married,Secondary,No,204,Yes,Yes,Cellular,17,Apr,229,3,-1,0,Unknown,No,2023-04-17
41,Management,Married,Tertiary,No,10758,Yes,No,Cellular,1,Jun,288,1,-1,0,Unknown,No,2023-06-01
40,Management,Married,Tertiary,No,5,Yes,No,Cellular,18,Nov,219,3,-1,0,Unknown,No,2023-11-18
45,Technician,Single,Secondary,No,410,Yes,No,Unknown,30,May,891,4,-1,0,Unknown,Yes,2023-05-30
36,Management,Married,Tertiary,No,605,Yes,No,Unknown,26,May,204,1,-1,0,Unknown,No,2023-05-26
53,Management,Married,Tertiary,No,4,No,No,Unknown,20,Jun,19,6,-1,0,Unknown,No,2023-06-20
23,Student,Single,Secondary,No,8494,No,No,Cellular,25,Aug,158,2,-1,0,Unknown,No,2023-08-25
42,Entrepreneur,Married,Primary,No,198,Yes,No,Unknown,8,May,314,1,-1,0,Unknown,No,2023-05-08
48,Blue-Collar,Married,Secondary,No,841,Yes,No,Unknown,19,May,215,1,-1,0,Unknown,No,2023-05-19
34,Management,Married,Tertiary,No,8,No,No,Cellular,25,Aug,169,4,-1,0,Unknown,No,2023-08-25
36,Admin.,Married,Secondary,No,470,Yes,No,Cellular,31,Jul,101,4,-1,0,Unknown,No,2023-07-31
43,Retired,Married,Secondary,No,520,Yes,No,Unknown,20,May,15,13,-1,0,Unknown,No,2023-05-20
36,Blue-Collar,Married,Secondary,No,439,Yes,No,Unknown,21,May,260,5,-1,0,Unknown,No,2023-05-21
49,Blue-Collar,Married,Secondary,No,-454,Yes,No,Cellular,14,May,558,1,-1,0,Unknown,Yes,2023-05-14
55,Retired,Married,Secondary,No,466,No,No,Unknown,17,Jun,287,4,-1,0,Unknown,No,2023-06-17
53,Retired,Married,Secondary,No,665,Yes,No,Cellular,22,Apr,371,2,-1,0,Unknown,Yes,2023-04-22
42,Technician,Married,Secondary,No,994,Yes,No,Cellular,11,Aug,149,1,78,5,Failure,Yes,2023-08-11
45,Admin.,Married,Secondary,No,5346,Yes,Yes,Unknown,21,Oct,187,1,-1,0,Unknown,Yes,2023-10-21
31,Blue-Collar,Married,Secondary,No,1243,Yes,No,Unknown,21,May,32,1,-1,0,Unknown,No,2023-05-21
32,Admin.,Married,Tertiary,No,0,Yes,No,Unknown,5,May,138,1,-1,0,Unknown,No,2023-05-05
36,Blue-Collar,Married,Secondary,No,2357,Yes,No,Unknown,17,Jun,228,2,-1,0,Unknown,No,2023-06-17
56,Retired,Married,Secondary,No,1044,No,No,Telephone,3,Jul,353,2,-1,0,Unknown,Yes,2023-07-03
46,Admin.,Married,Secondary,No,1069,Yes,No,Unknown,8,May,45,2,-1,0,Unknown,No,2023-05-08
41,Housemaid,Single,Secondary,No,231,No,No,Cellular,9,Jul,76,2,-1,0,Unknown,No,2023-07-09
31,Admin.,Married,Secondary,No,0,Yes,Yes,Unknown,6,May,144,2,-1,0,Unknown,No,2023-05-06
32,Technician,Married,Secondary,No,266,Yes,No,Cellular,19,Aug,168,2,-1,0,Unknown,No,2023-08-19
38,Management,Married,Tertiary,No,-70,Yes,No,Cellular,30,Jan,140,1,2,3,Other,No,2023-01-30
49,Retired,Single,Primary,No,25824,No,No,Unknown,17,Jun,94,1,-1,0,Unknown,No,2023-06-17
46,Management,Single,Primary,No,538,No,No,Unknown,17,Jun,118,3,-1,0,Unknown,No,2023-06-17
29,Technician,Single,Secondary,No,534,Yes,No,Cellular,18,May,382,1,-1,0,Unknown,No,2023-05-18
36,Admin.,Married,Unknown,No,2323,No,No,Cellular,19,Nov,111,1,-1,0,Unknown,No,2023-11-19
38,Admin.,Married,Secondary,No,1852,Yes,No,Cellular,15,May,298,2,-1,0,Unknown,No,2023-05-15
53,Technician,Married,Secondary,No,2647,Yes,No,Unknown,30,May,121,1,-1,0,Unknown,No,2023-05-30
43,Management,Married,Tertiary,No,2767,Yes,No,Unknown,15,May,317,7,-1,0,Unknown,No,2023-05-15
41,Management,Married,Tertiary,No,176,Yes,Yes,Unknown,5,May,42,1,-1,0,Unknown,No,2023-05-05
42,Management,Single,Secondary,No,9720,No,No,Cellular,5,Aug,81,2,-1,0,Unknown,No,2023-08-05
55,Blue-Collar,Divorced,Secondary,No,1613,Yes,No,Cellular,3,Apr,296,1,270,3,Failure,Yes,2023-04-03
39,Admin.,Divorced,Secondary,No,2903,Yes,Yes,Telephone,25,Jul,259,2,-1,0,Unknown,No,2023-07-25
30,Admin.,Single,Secondary,No,81,Yes,No,Cellular,6,Aug,121,6,112,3,Other,No,2023-08-06
41,Blue-Collar,Married,Secondary,No,780,Yes,No,Cellular,15,May,432,3,-1,0,Unknown,No,2023-05-15
44,Unemployed,Married,Tertiary,No,178,No,No,Cellular,8,Aug,126,2,-1,0,Unknown,No,2023-08-08
58,Management,Married,Tertiary,No,299,No,No,Cellular,16,Jul,120,4,-1,0,Unknown,No,2023-07-16
35,Retired,Married,Primary,No,285,Yes,No,Cellular,29,Jan,136,1,-1,0,Unknown,No,2023-01-29
27,Blue-Collar,Married,Secondary,No,872,Yes,No,Cellular,17,Apr,1130,3,-1,0,Unknown,No,2023-04-17
34,Services,Married,Secondary,No,1337,No,No,Cellular,17,Dec,330,2,127,3,Success,Yes,2023-12-17
25,Services,Married,Secondary,No,72,Yes,No,Cellular,23,Jul,305,2,-1,0,Unknown,No,2023-07-23
36,Blue-Collar,Married,Secondary,No,0,No,No,Unknown,20,Jun,332,3,-1,0,Unknown,No,2023-06-20
38,Blue-Collar,Married,Secondary,No,-388,Yes,No,Unknown,9,May,412,1,-1,0,Unknown,No,2023-05-09
30,Admin.,Married,Secondary,No,11,Yes,No,Cellular,11,May,157,1,-1,0,Unknown,No,2023-05-11
47,Blue-Collar,Divorced,Secondary,Yes,-535,Yes,No,Cellular,30,Jul,71,2,-1,0,Unknown,No,2023-07-30
41,Services,Divorced,Secondary,No,787,Yes,No,Cellular,8,May,297,2,-1,0,Unknown,No,2023-05-08
36,Management,Single,Tertiary,No,3343,No,No,Cellular,18,Nov,307,1,-1,0,Unknown,No,2023-11-18
63,Entrepreneur,Married,Secondary,No,3904,No,No,Telephone,4,Aug,250,2,187,2,Success,Yes,2023-08-04
23,Management,Single,Tertiary,No,736,Yes,No,Cellular,30,Apr,119,1,-1,0,Unknown,No,2023-04-30
32,Management,Married,Tertiary,No,1390,No,No,Cellular,7,Aug,116,2,-1,0,Unknown,No,2023-08-07
57,Retired,Married,Primary,No,808,No,No,Telephone,7,Jul,274,1,-1,0,Unknown,No,2023-07-07
48,Management,Married,Tertiary,No,1147,No,No,Cellular,5,Aug,389,1,64,2,Success,Yes,2023-08-05
49,Services,Married,Secondary,No,1122,No,No,Cellular,4,Aug,143,1,-1,0,Unknown,No,2023-08-04
50,Technician,Married,Secondary,No,-568,Yes,Yes,Unknown,28,May,860,2,-1,0,Unknown,No,2023-05-28
33,Blue-Collar,Married,Primary,No,1165,Yes,No,Unknown,21,May,420,2,-1,0,Unknown,No,2023-05-21
53,Services,Divorced,Secondary,No,-905,Yes,No,Unknown,28,May,213,1,-1,0,Unknown,No,2023-05-28
30,Unemployed,Married,Tertiary,No,0,Yes,No,Cellular,18,Nov,756,1,-1,0,Unknown,No,2023-11-18
38,Technician,Married,Secondary,No,740,No,No,Cellular,7,Aug,259,3,-1,0,Unknown,No,2023-08-07
44,Management,Married,Secondary,No,8262,Yes,No,Cellular,23,Jul,201,16,-1,0,Unknown,No,2023-07-23
39,Admin.,Single,Secondary,No,14,Yes,Yes,Unknown,13,May,19,9,-1,0,Unknown,No,2023-05-13
45,Technician,Single,Unknown,No,7108,Yes,Yes,Cellular,18,Nov,53,1,172,3,Failure,No,2023-11-18
36,Blue-Collar,Married,Secondary,No,1049,Yes,No,Cellular,14,May,224,4,-1,0,Unknown,Yes,2023-05-14
38,Blue-Collar,Married,Secondary,No,0,Yes,No,Cellular,13,May,57,5,349,1,Other,No,2023-05-13
36,Housemaid,Married,Secondary,No,419,Yes,No,Unknown,30,May,251,1,-1,0,Unknown,No,2023-05-30
30,Management,Single,Tertiary,No,726,Yes,No,Cellular,16,Apr,39,1,342,3,Failure,No,2023-04-16
28,Technician,Divorced,Tertiary,No,594,Yes,Yes,Unknown,18,Jun,54,3,-1,0,Unknown,No,2023-06-18
26,Unemployed,Married,Tertiary,No,454,Yes,Yes,Unknown,23,May,28,18,-1,0,Unknown,No,2023-05-23
54,Unknown,Married,Secondary,No,2206,No,No,Cellular,12,Nov,104,1,99,2,Other,Yes,2023-11-12
38,Admin.,Married,Tertiary,No,1988,No,No,Cellular,27,Mar,164,2,130,2,Failure,Yes,2023-03-27
32,Technician,Single,Tertiary,No,0,No,No,Cellular,7,Aug,268,2,-1,0,Unknown,No,2023-08-07
50,Admin.,Divorced,Secondary,No,202,No,Yes,Cellular,17,Nov,148,1,-1,0,Unknown,No,2023-11-17
43,Blue-Collar,Married,Secondary,No,667,Yes,No,Unknown,7,May,228,3,-1,0,Unknown,No,2023-05-07
48,Admin.,Married,Secondary,No,112,No,No,Cellular,18,Aug,139,5,-1,0,Unknown,No,2023-08-18
57,Housemaid,Married,Primary,No,50,No,No,Cellular,18,Aug,89,3,-1,0,Unknown,No,2023-08-18
64,Housemaid,Married,Primary,No,768,No,No,Cellular,15,Jul,250,2,182,1,Success,No,2023-07-15
26,Services,Divorced,Secondary,No,74,Yes,No,Unknown,23,May,106,6,-1,0,Unknown,No,2023-05-23
33,Blue-Collar,Married,Secondary,No,661,Yes,No,Cellular,18,Jul,968,1,-1,0,Unknown,Yes,2023-07-18
50,Self-Employed,Married,Secondary,No,3025,No,Yes,Cellular,6,Aug,168,3,-1,0,Unknown,No,2023-08-06
47,Self-Employed,Married,Tertiary,No,751,No,No,Cellular,24,Jul,408,14,-1,0,Unknown,No,2023-07-24
39,Management,Single,Tertiary,No,416,No,No,Cellular,23,Oct,56,4,-1,0,Unknown,No,2023-10-23
52,Services,Married,Primary,No,14,No,Yes,Cellular,28,Jul,55,5,-1,0,Unknown,No,2023-07-28
31,Blue-Collar,Single,Primary,No,-502,Yes,No,Unknown,29,May,76,4,-1,0,Unknown,No,2023-05-29
50,Blue-Collar,Married,Primary,No,0,No,No,Cellular,11,Aug,72,5,-1,0,Unknown,No,2023-08-11
